pm10,pm2_5,so2,co,o3,no2,kualitas
0.4305555555555556,0.312,0.52,0.10416666666666669,0.1686746987951807,0.28260869565217395,0.0
0.7916666666666667,0.704,0.6000000000000001,0.14583333333333331,0.14457831325301207,0.32608695652173914,1.0
0.25,0.20800000000000002,0.56,0.22916666666666669,0.12048192771084339,0.4565217391304347,0.0
0.4305555555555556,0.296,0.56,0.1875,0.10843373493975904,0.5652173913043478,0.0
0.41666666666666663,0.36800000000000005,0.56,0.16666666666666669,0.1566265060240964,0.5,0.0
0.38888888888888884,0.37600000000000006,0.56,0.08333333333333334,0.20481927710843373,0.28260869565217395,0.0
0.5138888888888888,0.304,0.56,0.2916666666666667,0.1746987951807229,0.34782608695652173,0.0
0.36111111111111105,0.24000000000000005,0.56,0.0625,0.1746987951807229,0.32608695652173914,0.0
0.8472222222222221,0.8320000000000001,0.56,0.14583333333333331,0.23493975903614456,0.608695652173913,1.0
0.5833333333333333,0.39199999999999996,0.56,0.125,0.20481927710843373,0.3695652173913043,0.0
0.5972222222222222,0.44,0.6000000000000001,0.3333333333333333,0.20481927710843373,0.7826086956521738,0.0
0.5416666666666666,0.328,0.56,0.3125,0.24096385542168675,0.7826086956521738,0.0
0.5555555555555556,0.39999999999999997,0.56,0.22916666666666669,0.13855421686746988,0.608695652173913,0.0
0.7083333333333333,0.512,0.56,0.125,0.1987951807228916,0.34782608695652173,1.0
0.5972222222222222,0.48800000000000004,0.6400000000000001,0.4791666666666667,0.12650602409638556,0.9565217391304347,1.0
0.5694444444444444,0.448,0.56,0.37499999999999994,0.1566265060240964,0.8913043478260868,0.0
0.41666666666666663,0.288,0.56,0.22916666666666669,0.08433734939759037,0.5217391304347826,0.0
0.3194444444444444,0.24800000000000005,0.56,0.25,0.09638554216867472,0.4130434782608695,0.0
0.23611111111111116,0.16799999999999998,0.56,0.08333333333333334,0.12650602409638556,0.26086956521739124,0.0
0.20833333333333337,0.184,0.56,0.20833333333333331,0.13855421686746988,0.4565217391304347,0.0
0.5138888888888888,0.36000000000000004,0.56,0.20833333333333331,0.1746987951807229,0.4782608695652174,0.0
0.5,0.44,0.56,0.1875,0.14457831325301207,0.5869565217391304,0.0
0.4305555555555556,0.32,0.6000000000000001,0.0625,0.09638554216867472,0.34782608695652173,0.0
0.48611111111111105,0.25600000000000006,0.6000000000000001,0.10416666666666669,0.12048192771084339,0.4130434782608695,0.0
0.26388888888888884,0.10399999999999998,0.6400000000000001,0.1875,0.08433734939759037,0.4565217391304347,0.0
0.33333333333333337,0.296,0.7600000000000002,0.10416666666666669,0.07228915662650602,0.3913043478260869,0.0
0.1527777777777778,0.08800000000000002,0.56,0.0,0.09036144578313253,0.13043478260869565,0.0
0.23611111111111116,0.176,0.56,0.08333333333333334,0.08433734939759037,0.28260869565217395,0.0
0.3194444444444444,0.25600000000000006,0.56,0.0625,0.06626506024096386,0.1956521739130435,0.0
0.375,0.24800000000000005,0.6000000000000001,0.08333333333333334,0.08433734939759037,0.3695652173913043,0.0
0.38888888888888884,0.20800000000000002,0.6000000000000001,0.0625,0.11445783132530123,0.3913043478260869,0.0
0.4027777777777778,0.296,0.6000000000000001,0.16666666666666669,0.13855421686746988,0.4347826086956521,0.0
0.7916666666666667,0.728,0.56,0.2708333333333333,0.16265060240963858,0.8478260869565217,1.0
